QKEY,INTERVIEW_START_W132,INTERVIEW_END_W132,DEVICE_TYPE_W132,LANG_W132,FORM_W132,XDENOM_W132,IMPWOMPRES_W132,LIKELYWOMPRES_W132,ALTID_a_W132,ALTID_b_W132,ALTID_c_W132,ALTID_d_W132,ALTID_e_W132,NONRELIGIOUS_W132,SPIRIMP_W132,SPIRESSENT1_a_W132,SPIRESSENT1_b_W132,SPIRESSENT1_c_W132,SPIRESSENT1_d_W132,SPIRESSENT1_e_W132,SPIRESSENT1_f_W132,SPIRESSENT1_g_W132,SPIRESSENT1_h_W132,SPIRESSENT1_i_W132,SPIRESSENT1_j_W132,SPIRACT1_a_W132,SPIRACT1_b_W132,SPIRACT1_c_W132,SPIRACT1_d_W132,SPIRACT1_e_W132,SPIRACT2_a_W132,SPIRACT2_b_W132,SPIRACT2_c_W132,SPIRACT2_d_W132,SPIRACT2_e_W132,RTWRNG_a_W132,RTWRNG_b_W132,RTWRNG_c_W132,RTWRNG_d_W132,RTWRNG_e_W132,RTWRNG_f_W132,RTWRNG_g_W132,GOD_W132,GODBIBLE_W132,HGHPWR_W132,MISSINGGOD_W132,SPIREXIST_W132,SPIRTYPE_W132,SPIRENC_W132,BEYONDEXP_W132,SOUL_W132,BELIEVE_a_W132,BELIEVE_b_W132,DTHLKE_a_W132,DTHLKE_b_W132,DTHLKE_c_W132,DTHLKE_d_W132,DTHLKE_e_W132,DTHLKE_f_W132,SPIRSPEAK_W132,SPIREXP_a_W132,SPIREXP_b_W132,SPIREXP_c_W132,SPIREXP_d_W132,SPIRENERGY_a_W132,SPIRENERGY_b_W132,SPIRENERGY_c_W132,SPIRENERGY_d_W132,SPIRTHINGS_a_W132,SPIRTHINGS_b_W132,SPIRTHINGS_c_W132,SPIRTHINGS_d_W132,SPIRTHINGS_e_W132,SPIRCOM1_a_W132,SPIRCOM1_b_W132,SPIRCOM1_c_W132,SPIRCOM2a_W132,SPIRCOM2b_W132,SPIRCOM2c_W132,SECMEMB_W132,SECBEL1_W132,SECBEL2_W132,SPIRWORLD_W132,RELIMPACT_W132,SCIMPACT_W132,CHRELIG_W132,LIFEDIR_W132,LIFESPIR_W132,RELEFFECT_a_W132,RELEFFECT_b_W132,RELEFFECT_c_W132,RELEFFECT_d_W132,WHYNONE_MOD_a_W132,WHYNONE_MOD_b_W132,WHYNONE_MOD_c_W132,WHYNONE_MOD_d_W132,WHYNONE_MOD_e_W132,WHYNONE_MOD_f_W132,AI_HEARD_W132,CNCEXC_W132,AIHLPHRT_a_W132,AIHLPHRT_b_W132,AIHLPHRT_c_W132,AIHLPHRT_d_W132,AIHLPHRT_e_W132,AIHLPHRT_f_W132,AIHLPHRT_g_W132,AIHLPHRT_h_W132,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W132
201701631071,2023-08-01T22:51:21Z,2023-08-02T11:33:47Z,2,1,1,1,2,3,2,1,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,2,6,NA,5,NA,2,NA,5,1,2,2,2,2,1,2,NA,1,NA,2,NA,NA,2,2,2,2,4,4,4,4,4,4,2,4,3,5,4,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,3,1,2,1,1,2,2,2,4,2,1,2,1,3,2,1,1,3,4,1,2,3,1,1,3,NA,NA,NA,NA,1,1,2,2,2,1,1,5,2,NA,1,1,1,1,1,1,9,NA,3,6,2,NA,2,4,1,9,4,1,2,3,0.7019592030203725
201701631683,2023-08-01T17:01:59Z,2023-08-01T17:51:34Z,2,2,2,2,6,5,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,NA,1,1,1,1,5,1,1,NA,NA,NA,1,1,3,1,1,1,1,1,1,2,2,4,4,1,1,1,1,1,1,1,2,1,2,2,2,2,1,99,1,1,2,1,1,NA,2,2,1,2,2,2,3,1,1,1,4,1,4,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,2,2,2,2,1,3,7,3,2,2,3,1,1,8,2,1,3,2,4,1,3,1,4,2,1,NA,1,2,NA,2,3,3,2,2,4.7598563096227355
201701633361,2023-08-06T03:33:15Z,2023-08-06T03:37:23Z,2,1,1,2,5,4,1,1,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,2,2,2,1,3,4,3,4,4,5,2,2,1,2,NA,NA,1,2,1,1,1,1,1,1,4,1,3,3,1,1,3,2,1,2,1,1,2,1,2,1,2,2,1,1,1,2,5,3,NA,1,1,2,1,2,2,1,1,2,2,1,2,2,4,5,3,5,4,4,1,2,1,2,3,2,NA,NA,NA,NA,1,1,1,2,1,1,99,99,1,99,1,1,3,1,1,2,1,1,1,1,3,2,2,4,2,1,5,2,1,99,7.72025299309352
201701634066,2023-08-01T19:34:11Z,2023-08-01T19:55:55Z,1,1,2,1,3,4,2,1,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,6,3,3,NA,5,NA,5,2,5,2,5,2,4,3,2,NA,NA,NA,3,2,NA,NA,2,2,2,2,4,4,4,4,4,4,2,2,3,5,2,2,2,1,2,2,2,2,2,2,2,1,2,NA,3,NA,3,1,2,1,1,2,12,2,4,3,1,3,1,1,3,3,1,4,5,1,3,NA,NA,NA,NA,3,2,1,3,1,3,5,2,4,1,1,6,2,NA,1,1,1,1,1,1,9,NA,3,6,3,2,2,4,1,6,4,2,2,2,0.4479665927768585
201701634255,2023-08-01T16:47:56Z,2023-08-01T17:00:04Z,1,1,2,2,4,4,1,2,2,1,2,2,2,2,3,1,1,1,1,1,1,1,1,4,2,3,3,7,2,5,1,2,NA,3,2,3,2,2,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,3,5,5,5,5,2,1,3,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,1,2,2,3,1,2,2,1,4,1,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,3,3,3,3,1,3,7,1,4,1,1,6,2,NA,1,1,1,1,1,3,1,2,1,6,1,NA,1,1,1,6,2,1,2,3,0.6740114078891788
201701634759,2023-08-01T17:30:18Z,2023-08-01T17:35:11Z,2,1,2,1,2,3,2,1,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,3,3,6,NA,5,5,5,NA,4,2,2,3,3,2,2,NA,NA,NA,2,1,3,1,1,1,1,1,2,2,2,3,3,3,1,3,2,3,4,2,1,1,1,1,2,2,1,2,2,2,2,NA,NA,NA,2,1,2,2,3,2,7,4,4,2,2,2,2,3,2,2,2,3,4,1,2,NA,NA,NA,NA,1,2,3,1,1,4,9,2,1,1,1,6,2,NA,2,3,5,2,4,2,12,NA,3,5,2,NA,2,4,NA,4,4,1,2,2,1.4819741933058235
201701635609,2023-08-01T19:59:59Z,2023-08-01T20:09:28Z,2,1,2,2,3,2,99,99,99,99,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,5,6,6,NA,5,4,NA,NA,3,1,3,3,3,2,2,NA,NA,NA,2,1,3,2,2,1,2,2,2,2,2,3,2,2,2,4,3,4,4,1,2,1,1,2,2,2,2,1,2,2,2,NA,NA,NA,2,1,2,2,1,2,1,2,4,2,2,2,1,4,3,1,4,3,5,2,2,NA,NA,NA,NA,3,2,3,1,1,3,7,2,3,2,2,4,2,NA,1,1,1,1,1,1,1,2,1,5,2,NA,2,4,1,3,4,2,1,2,0.7368364227116129
201701635769,2023-08-03T15:07:20Z,2023-08-03T15:45:29Z,1,1,2,2,5,4,1,2,2,1,2,2,1,3,2,3,1,2,1,3,3,3,2,99,3,7,2,7,NA,6,NA,2,NA,1,3,5,4,4,3,3,NA,NA,NA,1,1,2,2,2,1,1,1,3,4,4,4,4,2,2,1,2,99,5,2,2,2,2,2,2,2,2,2,1,2,2,2,NA,NA,2,2,2,2,2,2,1,1,1,1,3,1,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,3,2,1,1,1,3,5,2,4,2,1,6,2,NA,1,1,1,1,1,3,1,1,1,1,1,NA,1,1,1,4,2,2,2,2,1.5438119976654903
201701635779,2023-08-03T09:39:14Z,2023-08-03T09:52:08Z,1,1,2,2,5,2,2,2,2,1,2,2,1,2,1,2,1,1,1,3,3,2,2,2,6,2,6,7,1,NA,4,NA,NA,2,3,4,3,3,3,3,NA,NA,NA,1,1,3,1,1,1,1,1,3,2,4,4,4,1,1,2,2,4,4,2,1,1,1,2,2,2,2,2,1,2,2,2,NA,NA,2,1,2,2,3,2,1,2,1,2,2,1,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,2,3,1,2,3,7,3,2,1,2,4,1,1,1,1,3,1,1,1,1,1,1,2,1,NA,1,1,1,9,2,2,2,3,0.9430550296291851
201701636901,2023-08-02T11:27:37Z,2023-08-02T12:17:34Z,2,1,1,2,5,3,1,99,99,99,99,2,1,2,2,2,1,3,1,3,3,1,2,2,1,2,1,6,1,6,1,2,NA,1,1,1,2,1,1,1,1,1,NA,NA,1,3,1,1,1,1,1,5,5,2,3,2,2,1,1,1,4,4,1,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,2,2,1,4,1,1,4,1,4,NA,NA,NA,NA,NA,NA,2,2,3,3,3,3,NA,NA,NA,NA,2,3,7,2,4,2,2,4,2,NA,1,1,1,1,1,5,1,1,1,2,3,1,1,2,1,8,3,2,1,2,0.5241137265214512
201701636928,2023-08-01T19:34:12Z,2023-08-01T20:13:28Z,1,1,1,2,6,2,1,2,2,1,2,2,1,3,1,3,1,2,1,2,3,2,1,1,3,6,3,6,1,1,NA,2,NA,1,3,4,4,4,3,2,1,1,NA,NA,1,3,1,1,1,1,1,5,3,3,3,4,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,NA,2,2,2,2,2,3,1,1,1,1,3,1,3,NA,NA,NA,NA,NA,NA,2,2,1,3,1,2,NA,NA,NA,NA,1,3,5,2,4,2,2,3,2,NA,1,99,99,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,1,2,0.7324282816981151
201701637121,2023-08-06T11:29:08Z,2023-08-06T11:45:43Z,2,1,2,2,6,2,1,2,2,1,2,2,2,3,1,3,1,1,1,3,3,2,2,5,1,1,3,5,2,5,4,2,2,2,1,3,2,2,1,2,NA,NA,NA,1,1,3,2,1,1,1,1,5,5,5,5,3,5,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,NA,NA,2,1,2,2,2,2,1,3,3,1,3,1,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,3,3,1,1,3,6,2,2,1,1,6,2,NA,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,5,2,1,2,2,1.5865256682176292
201701637196,2023-08-04T08:19:31Z,2023-08-04T08:27:11Z,2,1,1,2,6,2,1,2,2,1,2,2,1,3,1,3,1,1,1,1,2,2,2,6,5,3,5,6,NA,2,4,2,NA,1,1,1,2,4,1,1,1,1,NA,NA,1,3,1,1,1,1,1,5,1,1,5,5,5,2,3,1,4,4,1,2,1,1,2,2,2,2,1,1,2,2,1,NA,NA,2,1,1,2,3,3,4,3,3,1,3,1,2,NA,NA,NA,NA,NA,NA,1,3,2,1,1,1,NA,NA,NA,NA,1,4,9,1,1,1,2,3,2,NA,1,2,2,1,1,6,4,2,4,2,4,2,2,3,1,7,3,1,1,2,1.539801946588054
201701639224,2023-08-03T12:11:03Z,2023-08-03T12:38:43Z,2,1,2,1,1,1,2,2,1,1,1,1,4,2,3,2,3,1,2,2,2,1,1,5,1,1,3,5,2,1,5,2,1,5,2,3,2,3,3,2,NA,NA,NA,2,2,NA,NA,2,2,2,2,3,3,3,3,3,3,2,1,1,5,1,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,1,1,2,1,2,3,2,1,3,1,1,1,1,1,3,4,2,1,NA,NA,NA,NA,1,2,1,1,1,1,2,2,3,1,1,5,2,NA,1,1,1,1,1,1,9,NA,3,6,2,NA,2,4,1,9,5,2,1,2,0.5263413922676573
201701640014,2023-08-01T16:50:06Z,2023-08-01T16:56:32Z,2,1,2,1,1,1,2,1,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,3,2,2,2,2,2,5,1,5,3,3,1,1,NA,NA,NA,3,2,NA,NA,2,2,2,2,3,3,3,3,3,3,2,5,2,5,2,2,2,2,2,99,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,1,3,2,9,4,4,2,2,3,2,1,5,5,5,5,5,1,1,NA,NA,NA,NA,1,2,3,3,1,3,6,2,2,2,1,6,2,NA,1,1,1,1,1,1,9,NA,3,6,2,NA,2,4,1,9,5,1,2,3,0.8175559379716572
201701640336,2023-08-01T19:39:12Z,2023-08-01T19:46:54Z,2,1,1,2,2,2,2,2,2,1,2,2,2,2,3,1,2,1,2,3,3,2,2,7,6,6,3,7,NA,NA,NA,2,NA,3,1,1,1,1,2,1,1,2,NA,NA,3,NA,NA,1,1,1,1,2,2,2,2,2,2,1,3,3,3,3,2,2,2,1,1,1,2,1,2,2,2,2,NA,NA,NA,2,1,2,2,3,3,1,4,4,2,2,2,2,NA,NA,NA,NA,NA,NA,2,3,2,2,2,2,NA,NA,NA,NA,1,2,3,2,2,2,2,4,2,NA,1,1,1,1,1,6,1,2,1,6,4,2,2,3,1,9,2,1,2,3,0.6425375612508195
201701640523,2023-08-03T14:23:06Z,2023-08-03T14:41:44Z,2,1,1,2,3,4,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,1,2,6,6,5,6,7,NA,NA,4,NA,NA,3,1,1,2,3,2,1,1,1,NA,NA,1,4,2,1,1,1,1,4,4,4,4,4,2,2,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,1,2,3,1,11,2,4,2,4,2,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,1,3,7,1,2,1,2,3,1,1,4,1,3,1,4,1,1,1,1,5,2,NA,2,3,1,5,3,2,2,2,1.2418960774670444
201701641473,2023-08-01T19:36:56Z,2023-08-01T19:46:49Z,2,1,2,1,3,3,99,99,1,99,99,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,3,6,6,2,5,6,NA,4,1,2,2,4,1,1,NA,NA,NA,2,3,NA,NA,2,1,2,2,5,5,5,5,5,5,2,4,1,5,4,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,2,3,2,8,2,4,3,2,3,2,4,5,3,3,5,4,1,1,NA,NA,NA,NA,1,1,3,3,1,2,4,1,1,1,1,6,2,NA,2,3,5,2,4,6,10,NA,3,6,2,NA,2,4,NA,7,4,2,1,3,0.8900332819114025
201701643011,2023-08-04T10:04:10Z,2023-08-04T10:14:22Z,1,1,1,1,2,2,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,3,2,7,NA,5,6,2,NA,4,1,2,1,1,2,2,2,NA,1,NA,2,NA,NA,2,2,2,2,5,4,4,4,4,5,2,3,2,5,3,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,2,1,2,2,2,3,2,1,3,1,2,2,1,4,3,3,1,2,2,3,1,2,NA,NA,NA,NA,1,1,2,1,2,1,1,6,2,NA,1,1,1,1,1,2,10,NA,3,5,2,NA,2,3,1,9,3,1,1,3,0.5702357412237286
201701643053,2023-08-02T10:09:37Z,2023-08-02T10:20:36Z,1,1,1,1,3,2,2,1,2,1,1,1,1,3,3,1,1,1,1,1,2,1,1,6,5,1,3,6,NA,4,4,2,NA,5,1,2,1,3,3,1,2,NA,1,NA,1,3,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,NA,NA,NA,2,2,2,2,1,3,1,2,1,3,1,3,1,5,1,1,1,5,5,2,2,3,3,3,2,NA,NA,NA,NA,1,1,1,1,1,2,3,2,2,NA,1,2,2,1,1,6,10,NA,3,6,4,2,2,4,2,1,5,1,2,1,3.894068290278344
201701643166,2023-08-01T21:02:20Z,2023-08-01T21:22:07Z,2,2,2,2,3,3,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,2,6,3,2,2,6,NA,4,2,2,NA,2,2,2,2,1,2,1,NA,NA,NA,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,2,1,1,1,2,2,3,NA,NA,2,2,1,2,3,3,2,4,4,2,3,2,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,3,3,3,3,1,4,8,1,3,2,3,1,1,1,4,5,3,1,3,1,2,2,2,3,2,NA,2,4,1,1,5,1,2,1,1.6914332204208067
201701643175,2023-08-03T17:27:19Z,2023-08-04T11:03:20Z,1,1,1,2,4,3,1,2,2,1,2,2,1,2,1,3,1,2,1,3,3,2,1,3,3,3,6,7,6,5,6,NA,NA,1,3,5,2,3,2,2,1,1,NA,NA,1,3,2,2,1,1,1,2,3,2,4,4,2,1,1,2,5,3,2,2,2,2,2,2,2,2,2,1,2,1,1,NA,3,2,2,2,2,2,3,1,1,3,1,4,1,2,NA,NA,NA,NA,NA,NA,2,3,3,1,1,1,NA,NA,NA,NA,1,2,3,3,4,2,1,5,2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,7,2,1,1,2,0.4423864670360978
201701643262,2023-08-01T16:42:27Z,2023-08-01T16:50:16Z,2,1,1,1,6,3,1,2,1,1,2,1,3,3,3,2,2,3,1,1,2,3,2,6,3,3,1,7,NA,1,6,2,NA,4,1,3,4,2,4,3,1,2,NA,NA,3,NA,NA,2,1,1,1,3,3,3,3,3,3,2,4,4,5,4,2,2,2,2,2,2,2,2,2,1,2,2,4,NA,NA,2,2,2,2,3,3,1,3,3,2,3,2,3,5,2,2,4,2,3,1,3,2,3,1,2,NA,NA,NA,NA,2,4,8,2,2,1,1,5,2,NA,1,5,4,1,1,1,12,NA,3,4,4,1,1,1,1,9,2,2,1,3,0.6447796562411793
201701643469,2023-08-04T08:03:59Z,2023-08-04T08:12:55Z,1,1,2,2,6,2,1,2,2,1,2,2,1,2,2,3,1,3,1,2,3,2,1,1,6,6,3,7,1,NA,NA,2,NA,1,2,5,4,5,4,2,NA,NA,NA,1,1,3,2,1,1,1,1,2,4,4,4,4,1,2,3,1,3,4,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,3,3,1,1,1,1,4,1,3,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,2,1,2,1,1,2,2,4,1,1,6,2,NA,1,1,1,1,1,5,1,1,1,2,4,1,1,1,1,4,1,1,1,2,0.3637121093468741
201701643850,2023-08-01T17:19:34Z,2023-08-01T17:41:22Z,2,1,1,2,5,3,1,2,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,2,3,5,3,7,2,2,2,2,NA,1,2,2,1,1,2,1,1,1,NA,NA,2,NA,NA,2,1,1,1,3,3,2,3,3,3,2,4,4,5,4,2,2,2,2,1,2,2,2,1,1,2,2,3,NA,NA,2,2,1,2,2,1,1,99,4,1,2,1,3,NA,NA,NA,NA,NA,NA,3,2,3,3,2,3,NA,NA,NA,NA,2,2,4,3,4,2,3,2,2,NA,1,1,1,1,1,5,1,1,1,3,1,NA,1,1,1,3,2,NA,2,2,1.3564418415138526
201701645082,2023-08-01T22:58:41Z,2023-08-01T23:07:30Z,2,1,1,2,4,3,1,99,99,1,99,2,1,1,3,1,2,1,1,3,2,1,1,6,7,2,7,7,NA,NA,1,NA,NA,2,1,1,1,1,2,2,1,2,NA,NA,1,1,2,2,1,1,1,2,2,2,2,4,2,2,3,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,NA,NA,NA,NA,NA,NA,2,2,3,3,1,3,NA,NA,NA,NA,1,4,9,2,4,2,1,5,1,7,4,1,3,1,4,1,1,2,1,3,2,NA,2,4,1,9,4,2,2,2,0.6522707829878887
201701645957,2023-08-02T13:36:36Z,2023-08-02T13:49:45Z,2,1,1,2,2,3,1,2,2,1,2,2,1,2,2,2,2,2,3,3,1,1,2,3,3,3,5,6,1,2,2,2,NA,2,2,2,2,2,2,2,1,1,NA,NA,3,NA,NA,1,1,1,2,2,2,2,3,5,5,1,2,4,4,3,1,2,2,1,2,1,2,2,1,1,1,2,1,1,NA,2,2,2,1,1,3,1,4,1,1,3,3,3,NA,NA,NA,NA,NA,NA,2,2,3,3,2,3,NA,NA,NA,NA,1,3,5,3,3,1,3,2,2,NA,1,2,2,1,1,3,1,1,1,5,3,2,2,3,1,1,2,2,2,1,0.7743735087800021
201701646732,2023-08-01T20:30:00Z,2023-08-01T22:26:14Z,2,1,2,2,1,3,99,99,99,1,99,2,1,2,3,3,1,1,1,1,2,1,2,3,6,3,2,2,1,NA,4,2,2,4,3,2,2,3,3,2,NA,NA,NA,2,1,3,2,1,1,2,2,2,2,2,5,2,5,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,NA,5,NA,2,2,2,2,3,3,2,2,1,2,1,3,1,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,3,3,3,1,3,7,1,2,2,1,5,2,NA,3,2,2,1,4,6,2,2,2,3,2,NA,2,4,1,3,4,1,2,2,0.41004035710469994
201701646756,2023-08-01T17:04:10Z,2023-08-01T17:14:46Z,1,1,1,1,6,3,2,1,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,3,7,NA,5,NA,2,NA,5,1,4,3,3,3,2,2,NA,2,NA,2,NA,NA,2,2,2,2,4,4,4,4,4,4,2,5,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,3,1,2,1,1,2,2,2,2,4,1,4,1,1,1,1,3,3,5,1,3,1,3,3,3,NA,NA,NA,NA,1,3,5,2,3,1,2,4,2,NA,1,1,1,1,1,1,12,NA,3,6,3,2,2,3,1,9,3,1,2,3,1.2238966434055951
201701647496,2023-08-03T11:59:40Z,2023-08-03T12:10:46Z,2,1,1,2,2,2,2,2,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,3,6,7,NA,NA,5,NA,NA,4,1,2,2,2,1,1,1,2,NA,NA,3,NA,NA,2,2,2,2,4,4,4,4,4,4,2,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,3,2,1,2,1,1,2,1,2,2,3,2,3,1,2,1,1,3,1,3,1,2,1,1,3,1,NA,NA,NA,NA,1,2,4,2,3,1,1,5,2,NA,1,1,1,1,1,1,1,2,1,5,2,NA,2,3,1,9,3,1,1,3,0.4166347975630508
201701647676,2023-08-01T17:26:37Z,2023-08-01T17:35:25Z,2,1,2,1,2,3,2,1,1,1,1,1,3,1,3,2,3,1,2,2,2,1,1,6,3,2,4,5,NA,2,4,2,2,5,3,3,4,4,3,2,NA,NA,NA,2,1,3,1,2,1,2,2,2,5,2,3,2,5,1,3,3,4,3,1,1,1,2,2,2,1,2,2,2,2,2,NA,NA,NA,2,2,2,1,3,2,2,4,3,2,2,2,2,3,1,2,1,2,5,1,2,NA,NA,NA,NA,3,2,3,3,1,1,1,2,3,2,1,6,2,NA,1,1,1,1,1,1,12,NA,3,6,3,2,2,4,1,9,5,2,2,3,0.7693486074425099
201701647711,2023-07-31T21:07:30Z,2023-07-31T21:18:25Z,2,1,1,1,2,1,2,1,1,1,99,1,3,3,3,2,3,1,3,1,3,1,2,3,5,3,3,3,1,1,4,2,2,5,2,1,4,1,3,1,2,NA,2,NA,2,NA,NA,2,2,2,2,3,3,3,4,2,3,2,2,3,5,4,1,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,1,1,2,1,2,3,4,2,4,1,1,1,1,1,4,5,1,3,3,1,1,1,NA,NA,NA,NA,1,3,5,2,3,1,1,5,2,NA,1,1,1,1,1,1,9,NA,3,6,3,2,2,4,1,9,4,1,2,3,0.8752263849504439
201701647977,2023-08-02T12:59:48Z,2023-08-02T13:09:31Z,1,1,1,1,2,4,2,1,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,7,3,7,NA,NA,NA,2,NA,5,3,4,4,4,3,3,2,NA,2,NA,2,NA,NA,2,2,2,2,4,4,4,4,4,4,2,5,4,5,5,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,3,2,1,2,1,1,2,2,2,2,4,1,4,1,1,1,1,1,1,5,1,2,2,2,2,2,NA,NA,NA,NA,1,2,3,2,4,1,1,5,2,NA,1,1,1,1,1,1,12,NA,3,6,2,NA,2,4,1,5,5,1,2,2,0.4628612586846435
201701648316,2023-08-01T17:01:08Z,2023-08-01T17:08:54Z,2,1,1,2,6,2,1,2,2,1,1,1,2,1,2,2,1,1,2,3,1,3,1,7,6,6,7,7,NA,NA,NA,NA,NA,2,1,2,2,1,1,5,1,2,NA,NA,1,3,1,1,1,1,1,2,1,2,2,2,2,1,4,4,4,4,2,2,1,1,1,1,2,2,1,1,1,2,3,3,NA,2,2,1,2,3,3,2,3,3,4,4,4,4,5,4,3,4,2,4,3,3,3,3,3,3,NA,NA,NA,NA,1,2,3,3,3,2,3,1,2,NA,1,1,1,1,1,3,1,2,1,3,2,NA,2,3,1,1,3,1,2,1,0.6785473117946982
201701648829,2023-08-03T15:15:18Z,2023-08-03T15:25:07Z,2,1,1,1,4,3,2,1,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,2,4,7,NA,NA,2,2,NA,5,1,2,3,2,2,2,2,NA,2,NA,2,NA,NA,2,2,2,2,4,4,4,4,4,4,2,5,1,5,4,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,1,1,3,12,4,4,3,1,3,1,1,1,1,1,2,1,1,3,3,1,1,3,NA,NA,NA,NA,1,4,8,3,2,1,2,4,2,NA,1,1,1,1,1,1,9,NA,3,6,3,2,2,3,1,6,3,2,2,2,1.2719352759531843
201701648997,2023-08-01T21:43:02Z,2023-08-01T21:53:29Z,1,1,1,2,5,3,1,2,2,1,2,2,1,1,1,3,1,2,1,3,3,1,1,7,1,7,1,7,NA,2,NA,2,NA,1,2,2,1,2,1,2,1,1,NA,NA,1,3,2,1,1,1,1,4,4,4,4,4,4,2,4,4,4,5,2,2,2,2,2,2,2,2,2,1,2,2,2,NA,NA,2,2,1,2,2,2,1,1,1,1,4,1,4,NA,NA,NA,NA,NA,NA,2,2,1,3,3,3,NA,NA,NA,NA,1,4,9,2,3,1,1,5,2,NA,4,1,1,1,4,1,1,1,1,2,3,1,1,1,1,8,2,1,2,2,1.4904858398971343
