taxon,dlc_id,hybrid,sex,name,current_resident,stud_book,dob,birth_month,estimated_dob,birth_type,birth_institution,litter_size,expected_gestation,estimated_concep,concep_month,dam_id,dam_name,dam_taxon,dam_dob,dam_age_at_concep_y,sire_id,sire_name,sire_taxon,sire_dob,sire_age_at_concep_y,dod,age_at_death_y,age_of_living_y,age_last_verified_y,age_max_live_or_dead_y,n_known_offspring,dob_estimated,weight_g,weight_date,month_of_weight,age_at_wt_d,age_at_wt_wk,age_at_wt_mo,age_at_wt_mo_no_dec,age_at_wt_y,change_since_prev_wt_g,days_since_prev_wt,avg_daily_wt_change_g,days_before_death,r_min_dam_age_at_concep_y,age_category,preg_status,expected_gestation_d,concep_date_if_preg,infant_dob_if_preg,days_before_inf_birth_if_preg,pct_preg_remain_if_preg,infant_lit_sz_if_preg
PCOQ,6777,N,F,ZENOBIA,N,192,2001-03-11,3,NA,CB,Duke Lemur Center,1,160,2000-10-02,10,6690,FAUSTINA,PCOQ,1996-12-08,3.82,6333,CONSTANTINE,PCOQ,1989-12-28,10.77,NA,NA,17.92,NA,17.92,7,NA,1040,2001-08-13,8,155,22.14,5.1,5,0.42,190,26,7.31,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6780,N,M,QUIETUS,N,193,2001-05-04,5,NA,CB,Duke Lemur Center,1,160,2000-11-25,11,6538,Drusilla,PCOQ,1993-04-06,7.64,597,NIGEL,PCOQ,1972-02-10,28.81,2003-08-10,2.27,NA,NA,2.27,NA,NA,217,2001-05-31,5,27,3.86,0.89,0,0.07,33,8,4.13,801,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6790,N,M,Leo,N,195,2001-12-26,12,NA,CB,Duke Lemur Center,1,160,2001-07-19,7,6398,PAULINA,PCOQ,1991-01-24,10.49,5944,TRAJAN,PCOQ,1980-07-01,21.06,2011-06-27,9.51,NA,NA,9.51,NA,NA,1720,2002-06-18,6,174,24.86,5.72,5,0.48,490,42,11.67,3296,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6794,N,F,Flavia-D,N,197,2002-03-12,3,NA,CB,Duke Lemur Center,1,160,2001-10-03,10,6108,FLAVIA,PCOQ,1982-07-01,19.27,6610,NERO,PCOQ,1994-12-04,6.84,2002-03-15,0.01,NA,NA,0.01,NA,NA,79,2002-03-13,3,1,0.14,0.03,0,0,-8,1,-8,2,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6797,N,M,Gratian,N,198,2002-04-14,4,NA,CB,Duke Lemur Center,1,160,2001-11-05,11,6538,Drusilla,PCOQ,1993-04-06,8.59,597,NIGEL,PCOQ,1972-02-10,29.76,NA,NA,16.83,NA,16.83,7,NA,3800,2008-09-08,9,2339,334.14,76.9,76,6.41,-80,11,-7.27,NA,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6804,N,M,Crispus Caesar,N,200,2003-01-07,1,NA,CB,Duke Lemur Center,1,160,2002-07-31,7,6398,PAULINA,PCOQ,1991-01-24,11.52,5944,TRAJAN,PCOQ,1980-07-01,22.1,2011-07-03,8.49,NA,NA,8.49,NA,NA,231,2003-02-03,2,27,3.86,0.89,0,0.07,17,3,5.67,3072,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6806,N,M,Rufus,N,202,2003-02-12,2,NA,CB,Duke Lemur Center,1,160,2002-09-05,9,6692,ALEXIANUS,PCOQ,1996-12-17,5.72,6583,Jovian,PCOQ,1994-04-10,8.41,2005-05-01,2.22,NA,NA,2.22,NA,NA,102,2003-02-16,2,4,0.57,0.13,0,0.01,0,1,0,805,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6807,N,M,Theodosius,N,203,2003-03-03,3,NA,CB,Duke Lemur Center,1,160,2002-09-24,9,6538,Drusilla,PCOQ,1993-04-06,9.47,6518,Julian,PCOQ,1993-03-04,9.56,2012-11-27,9.75,NA,NA,9.75,1,NA,3460,2007-03-28,3,1486,212.29,48.85,48,4.07,0,7,0,2071,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6819,N,M,Luther,N,204,2003-08-29,8,NA,CB,Saint Louis Zoological Park,NA,160,2003-03-22,3,6690,FAUSTINA,PCOQ,1996-12-08,6.29,6333,CONSTANTINE,PCOQ,1989-12-28,13.24,2018-10-13,15.13,NA,NA,15.13,5,NA,4100,2018-06-28,6,5417,773.86,178.09,178,14.84,180,8,22.5,107,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6823,N,M,Maximus,N,206,2004-01-15,1,NA,CB,Duke Lemur Center,1,160,2003-08-08,8,6398,PAULINA,PCOQ,1991-01-24,12.55,5944,TRAJAN,PCOQ,1980-07-01,23.12,2009-07-18,5.51,NA,NA,5.51,NA,NA,4120,2007-04-13,4,1184,169.14,38.93,38,3.24,-80,13,-6.15,827,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6825,N,F,Geta,N,207,2004-02-08,2,NA,CB,Duke Lemur Center,1,160,2003-09-01,9,6692,ALEXIANUS,PCOQ,1996-12-17,6.71,6583,Jovian,PCOQ,1994-04-10,9.4,2007-05-25,3.29,NA,NA,3.29,NA,NA,2480,2005-05-19,5,466,66.57,15.32,15,1.28,-80,6,-13.33,736,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6827,N,M,Marcus Aurelius,Y,208,2004-02-16,2,NA,CB,Duke Lemur Center,1,160,2003-09-09,9,6538,Drusilla,PCOQ,1993-04-06,10.43,6518,Julian,PCOQ,1993-03-04,10.52,NA,NA,14.98,NA,14.98,6,NA,240,2004-03-23,3,36,5.14,1.18,1,0.1,27,7,3.86,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6828,N,F,Anastasia,N,209,2004-02-18,2,NA,CB,Duke Lemur Center,1,160,2003-09-11,9,6723,LIVIA II,PCOQ,1998-01-31,5.61,6650,Gordian,PCOQ,1995-12-17,7.74,NA,NA,14.98,NA,14.98,7,NA,3870,2007-08-08,8,1267,181,41.65,41,3.47,10,33,0.3,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6843,N,M,Lucius Verus,N,212,2005-01-07,1,NA,CB,Duke Lemur Center,1,160,2004-07-31,7,6744,Rupillia,PCOQ,1999-02-16,5.46,6610,NERO,PCOQ,1994-12-04,9.66,2016-05-26,11.39,NA,NA,11.39,2,NA,3720,2014-02-09,2,3320,474.29,109.15,109,9.1,0,22,0,837,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6844,N,F,Maria,N,213,2005-01-17,1,NA,CB,Duke Lemur Center,1,160,2004-08-10,8,6692,ALEXIANUS,PCOQ,1996-12-17,7.65,6583,Jovian,PCOQ,1994-04-10,10.34,2005-04-28,0.28,NA,NA,0.28,NA,NA,109,2005-01-27,1,10,1.43,0.33,0,0.03,3,1,3,91,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6845,N,M,Tony,N,214,2005-02-09,2,NA,CB,Sacramento Zoo,NA,160,2004-09-02,9,6398,PAULINA,PCOQ,1991-01-24,13.62,6450,VALENTINIAN,PCOQ,1991-11-02,12.84,2006-08-30,1.55,NA,NA,1.55,NA,NA,115,2005-02-09,2,0,0,0,0,0,NA,NA,NA,567,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6850,N,F,Honoria,N,215,2005-02-21,2,NA,CB,Duke Lemur Center,1,160,2004-09-14,9,6538,Drusilla,PCOQ,1993-04-06,11.45,6518,Julian,PCOQ,1993-03-04,11.54,2007-11-01,2.69,NA,NA,2.69,NA,NA,284,2005-03-31,3,38,5.43,1.25,1,0.1,30,7,4.29,945,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6872,N,F,Helena,N,219,2006-02-13,2,NA,CB,Duke Lemur Center,1,160,2005-09-06,9,6744,Rupillia,PCOQ,1999-02-16,6.56,6610,NERO,PCOQ,1994-12-04,10.76,2006-07-08,0.4,NA,NA,0.4,NA,NA,169,2006-02-28,2,15,2.14,0.49,0,0.04,NA,NA,NA,130,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6873,N,F,Eros,N,220,2006-02-14,2,NA,CB,Sacramento Zoo,NA,160,2005-09-07,9,6398,PAULINA,PCOQ,1991-01-24,14.63,6450,VALENTINIAN,PCOQ,1991-11-02,13.86,NA,NA,12.99,NA,12.99,4,NA,97,2006-02-14,2,0,0,0,0,0,NA,NA,NA,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6882,N,M,Charlemagne,Y,223,2007-01-02,1,NA,CB,Duke Lemur Center,1,160,2006-07-26,7,6743,Pia,PCOQ,1999-02-15,7.45,6583,Jovian,PCOQ,1994-04-10,12.3,NA,NA,12.1,NA,12.1,3,NA,4060,2013-12-17,12,2541,363,83.54,83,6.96,40,56,0.71,NA,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6884,N,F,Irene,N,225,2007-01-27,1,NA,CB,Duke Lemur Center,1,160,2006-08-20,8,6744,Rupillia,PCOQ,1999-02-16,7.51,6610,NERO,PCOQ,1994-12-04,11.72,NA,NA,12.04,NA,12.04,3,NA,3780,2009-12-23,12,1061,151.57,34.88,34,2.91,145,28,5.18,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6885,N,F,Agrippina,N,226,2007-02-07,2,NA,CB,Duke Lemur Center,1,160,2006-08-31,8,6538,Drusilla,PCOQ,1993-04-06,13.41,6518,Julian,PCOQ,1993-03-04,13.5,NA,NA,12.01,NA,12.01,4,NA,3620,2009-05-13,5,826,118,27.16,27,2.26,-180,22,-8.18,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6897,N,F,Rodelinda,Y,228,2007-08-06,8,NA,CB,Los Angeles Zoo & Botanical Gardens,NA,160,2007-02-27,2,6517,PULCHRA,PCOQ,1993-02-28,14.01,6207,Tiberius,PCOQ,1988-01-20,19.12,NA,NA,11.51,NA,11.51,6,NA,4920,2012-09-18,9,1870,267.14,61.48,61,5.12,0,5,0,NA,2.64,young_adult,P,160,2012-07-12,2012-12-19,92,0.575,1
PCOQ,6900,N,F,Matilda,N,229,2007-12-21,12,NA,CB,Duke Lemur Center,1,160,2007-07-14,7,6743,Pia,PCOQ,1999-02-15,8.41,6583,Jovian,PCOQ,1994-04-10,13.27,NA,NA,11.14,NA,11.14,2,NA,4480,2013-06-07,6,1995,285,65.59,65,5.47,0,66,0,NA,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6901,N,M,Gaius Galerus,N,230,2008-01-03,1,NA,CB,Duke Lemur Center,1,160,2007-07-27,7,6744,Rupillia,PCOQ,1999-02-16,8.45,6610,NERO,PCOQ,1994-12-04,12.65,NA,NA,11.1,NA,11.1,5,NA,3600,2010-12-29,12,1091,155.86,35.87,35,2.99,140,32,4.38,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6903,N,M,Martinianus,N,231,2008-01-25,1,NA,CB,Duke Lemur Center,1,160,2007-08-18,8,6538,Drusilla,PCOQ,1993-04-06,14.38,6518,Julian,PCOQ,1993-03-04,14.47,NA,NA,11.04,NA,11.04,2,NA,204,2008-02-18,2,24,3.43,0.79,0,0.07,17,3,5.67,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6920,N,M,Conrad,N,235,2008-12-31,12,NA,CB,Duke Lemur Center,1,160,2008-07-24,7,6743,Pia,PCOQ,1999-02-15,9.44,6583,Jovian,PCOQ,1994-04-10,14.3,2015-07-06,6.52,NA,NA,6.52,NA,NA,3360,2011-02-06,2,767,109.57,25.22,25,2.1,40,26,1.54,1611,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6922,N,F,Pompeia Plotina,Y,237,2009-02-04,2,NA,CB,Duke Lemur Center,1,160,2008-08-28,8,6538,Drusilla,PCOQ,1993-04-06,15.41,6518,Julian,PCOQ,1993-03-04,15.5,NA,NA,10.01,NA,10.01,3,NA,5540,2015-12-08,12,2498,356.86,82.13,82,6.84,420,42,10,NA,2.64,adult,P,160,2015-09-07,2016-02-14,68,0.425,1
PCOQ,6959,N,M,Rupert,Y,242,2009-12-15,12,NA,CB,Duke Lemur Center,1,160,2009-07-08,7,6727,Antonia,PCOQ,1998-02-22,11.38,6608,OTHO,PCOQ,1994-09-12,14.83,NA,NA,9.15,NA,9.15,2,NA,418,2010-03-23,3,98,14,3.22,3,0.27,25,8,3.13,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6961,N,F,Wilhelmina,N,244,2009-12-25,12,NA,CB,Duke Lemur Center,1,160,2009-07-18,7,6743,Pia,PCOQ,1999-02-15,10.43,6583,Jovian,PCOQ,1994-04-10,15.28,2017-07-31,7.6,NA,NA,7.6,3,NA,2860,2011-01-11,1,382,54.57,12.56,12,1.05,105,20,5.25,2393,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6963,N,M,Drusilla-A,N,246,2010-02-01,2,NA,CB,Duke Lemur Center,1,160,2009-08-25,8,6538,Drusilla,PCOQ,1993-04-06,16.4,6518,Julian,PCOQ,1993-03-04,16.49,2010-02-01,0,NA,NA,0,NA,NA,138,2010-02-01,2,0,0,0,0,0,NA,NA,NA,0,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6964,N,M,Romulus,N,247,2010-02-03,2,NA,CB,Duke Lemur Center,1,160,2009-08-27,8,6744,Rupillia,PCOQ,1999-02-16,10.53,6207,Tiberius,PCOQ,1988-01-20,21.62,2017-08-08,7.52,NA,NA,7.52,NA,NA,3645,2012-02-10,2,737,105.29,24.23,24,2.02,15,36,0.42,2006,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6982,N,F,Adelaide,N,249,2011-01-08,1,NA,CB,Duke Lemur Center,1,160,2010-08-01,8,6743,Pia,PCOQ,1999-02-15,11.47,6583,Jovian,PCOQ,1994-04-10,16.32,2012-07-03,1.48,NA,NA,1.48,NA,NA,2320,2011-09-06,9,241,34.43,7.92,7,0.66,565,36,15.69,301,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,6983,N,F,Arcadia,N,250,2011-01-16,1,NA,CB,Duke Lemur Center,1,160,2010-08-09,8,6538,Drusilla,PCOQ,1993-04-06,17.35,6518,Julian,PCOQ,1993-03-04,17.44,NA,NA,8.06,NA,8.06,1,NA,4480,2014-09-13,9,1336,190.86,43.92,43,3.66,80,22,3.64,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6985,N,F,Euphemia,Y,252,2011-02-15,2,NA,CB,Maryland Zoo in Baltimore,NA,160,2010-09-08,9,6828,Anastasia,PCOQ,2004-02-18,6.56,6797,Gratian,PCOQ,2002-04-14,8.41,NA,NA,7.98,NA,7.98,2,NA,4117,2015-05-31,5,1566,223.71,51.48,51,4.29,-115,82,-1.4,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6986,N,F,Sophie,N,253,2011-01-09,1,NA,CB,Saint Louis Zoological Park,NA,160,2010-08-02,8,6803,Almirena,PCOQ,2002-12-23,7.61,6741,CALIGULA,PCOQ,1998-12-19,11.63,2018-11-02,7.82,NA,NA,7.82,NA,NA,3700,2018-11-01,11,2853,407.57,93.8,93,7.82,-200,10,-20,1,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,6987,N,F,Bertha of Sulzbach,Y,254,2011-02-18,2,NA,CB,Duke Lemur Center,1,160,2010-09-11,9,6897,Rodelinda,PCOQ,2007-08-06,3.1,6827,Marcus Aurelius,PCOQ,2004-02-16,6.57,NA,NA,7.97,NA,7.97,NA,NA,4980,2017-11-28,11,2475,353.57,81.37,81,6.78,-40,20,-2,NA,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7070,N,M,Thrax,N,255,2011-11-12,11,NA,CB,Maryland Zoo in Baltimore,NA,160,2011-06-05,6,6828,Anastasia,PCOQ,2004-02-18,7.3,6797,Gratian,PCOQ,2002-04-14,9.15,NA,NA,7.24,NA,7.24,NA,NA,3860,2016-03-26,3,1596,228,52.47,52,4.37,-120,29,-4.14,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7073,N,F,Gisela,Y,256,2012-01-07,1,NA,CB,Duke Lemur Center,1,160,2011-07-31,7,6743,Pia,PCOQ,1999-02-15,12.46,6583,Jovian,PCOQ,1994-04-10,17.32,NA,NA,7.09,NA,7.09,2,NA,3340,2014-01-05,1,729,104.14,23.97,23,2,-210,6,-35,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7075,N,M,Remus,Y,258,2012-01-12,1,NA,CB,Duke Lemur Center,1,160,2011-08-05,8,6744,Rupillia,PCOQ,1999-02-16,12.47,6207,Tiberius,PCOQ,1988-01-20,23.56,NA,NA,7.07,NA,7.07,1,NA,3640,2014-12-29,12,1082,154.57,35.57,35,2.96,40,29,1.38,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7077,N,F,Ernestine,N,260,2012-01-26,1,NA,CB,Duke Lemur Center,1,160,2011-08-19,8,6897,Rodelinda,PCOQ,2007-08-06,4.04,6827,Marcus Aurelius,PCOQ,2004-02-16,7.51,2012-04-09,0.2,NA,NA,0.2,NA,NA,109,2012-01-26,1,0,0,0,0,0,NA,NA,NA,74,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7078,N,M,Drusilla-B,N,261,2012-01-30,1,NA,CB,Duke Lemur Center,1,160,2011-08-23,8,6538,Drusilla,PCOQ,1993-04-06,18.39,6518,Julian,PCOQ,1993-03-04,18.48,2012-01-30,0,NA,NA,0,NA,NA,141,2012-01-30,1,0,0,0,0,0,NA,NA,NA,0,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7083,N,F,Martine,Y,264,2012-01-16,1,NA,CB,Saint Louis Zoological Park,NA,160,2011-08-09,8,6803,Almirena,PCOQ,2002-12-23,8.63,6741,CALIGULA,PCOQ,1998-12-19,12.65,NA,NA,7.06,NA,7.06,NA,NA,4500,2019-01-03,1,2544,363.43,83.64,83,6.97,-20,36,-0.56,NA,2.64,adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7131,N,F,Beatrice of Swabia,Y,266,2012-12-19,12,NA,CB,Duke Lemur Center,1,160,2012-07-12,7,6897,Rodelinda,PCOQ,2007-08-06,4.94,6827,Marcus Aurelius,PCOQ,2004-02-16,8.41,NA,NA,6.14,NA,6.14,NA,NA,4340,2017-10-29,10,1775,253.57,58.36,58,4.86,120,63,1.9,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7132,N,M,Elliot,Y,267,2013-01-06,1,NA,CB,Los Angeles Zoo & Botanical Gardens,NA,160,2012-07-30,7,6873,Eros,PCOQ,2006-02-14,6.46,6860,Bertarido,PCOQ,2005-04-13,7.3,NA,NA,6.09,NA,6.09,NA,NA,4800,2018-02-18,2,1869,267,61.45,61,5.12,40,20,2,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7133,N,M,Irene-A,N,268,2013-01-20,1,NA,CB,Duke Lemur Center,1,160,2012-08-13,8,6884,Irene,PCOQ,2007-01-27,5.55,6807,Theodosius,PCOQ,2003-03-03,9.45,2013-02-14,0.07,NA,NA,0.07,NA,NA,168,2013-02-13,2,24,3.43,0.79,0,0.07,1,2,0.5,1,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7136,N,M,Pontius Pilate,N,271,2013-02-04,2,NA,CB,Duke Lemur Center,1,160,2012-08-28,8,6538,Drusilla,PCOQ,1993-04-06,19.41,6518,Julian,PCOQ,1993-03-04,19.5,2019-01-15,5.95,NA,NA,5.95,1,NA,3460,2017-01-04,1,1430,204.29,47.01,47,3.92,-20,34,-0.59,741,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7137,N,M,Ferdinand,Y,272,2013-02-17,2,NA,CB,Duke Lemur Center,1,160,2012-09-10,9,6743,Pia,PCOQ,1999-02-15,13.58,6583,Jovian,PCOQ,1994-04-10,18.43,NA,NA,5.97,NA,5.97,NA,NA,3460,2016-05-22,5,1190,170,39.12,39,3.26,120,25,4.8,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7170,N,F,Gertrude,Y,278,2014-01-05,1,NA,CB,Duke Lemur Center,1,160,2013-07-29,7,6743,Pia,PCOQ,1999-02-15,14.46,6583,Jovian,PCOQ,1994-04-10,19.32,NA,NA,5.09,NA,5.09,NA,NA,284,2014-02-20,2,46,6.57,1.51,1,0.13,35,5,7,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7171,N,F,Eleanor of Portugal,N,279,2014-01-05,1,NA,CB,Duke Lemur Center,1,160,2013-07-29,7,6897,Rodelinda,PCOQ,2007-08-06,5.98,6827,Marcus Aurelius,PCOQ,2004-02-16,9.45,NA,NA,5.09,NA,5.09,NA,NA,3080,2015-02-23,2,414,59.14,13.61,13,1.13,-40,11,-3.64,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7174,N,F,Aemilia,Y,282,2014-02-02,2,NA,CB,Duke Lemur Center,1,160,2013-08-26,8,6538,Drusilla,PCOQ,1993-04-06,20.4,6518,Julian,PCOQ,1993-03-04,20.49,NA,NA,5.01,NA,5.01,NA,NA,3140,2017-02-22,2,1116,159.43,36.69,36,3.06,-220,16,-13.75,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7199,N,F,Lupicina,Y,289,2015-01-08,1,NA,CB,Duke Lemur Center,1,160,2014-08-01,8,6985,Euphemia,PCOQ,2011-02-15,3.46,6843,Lucius Verus,PCOQ,2005-01-07,9.57,NA,NA,4.08,NA,4.08,1,NA,115,2015-01-18,1,10,1.43,0.33,0,0.03,6,2,3,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7200,N,M,Wenceslaus the Idle,Y,290,2015-01-24,1,NA,CB,Duke Lemur Center,1,160,2014-08-17,8,6897,Rodelinda,PCOQ,2007-08-06,7.04,6827,Marcus Aurelius,PCOQ,2004-02-16,10.51,NA,NA,4.04,NA,4.04,NA,NA,4520,2018-12-19,12,1425,203.57,46.85,46,3.9,20,21,0.95,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7201,N,F,Isabella,Y,291,2015-01-25,1,NA,CB,Duke Lemur Center,1,160,2014-08-18,8,6922,Pompeia Plotina,PCOQ,2009-02-04,5.54,6882,Charlemagne,PCOQ,2007-01-02,7.63,NA,NA,4.04,NA,4.04,NA,NA,2680,2015-12-08,12,317,45.29,10.42,10,0.87,160,42,3.81,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7202,N,F,Valeria,Y,292,2015-01-28,1,NA,CB,Duke Lemur Center,1,160,2014-08-21,8,6727,Antonia,PCOQ,1998-02-22,16.5,6650,Gordian,PCOQ,1995-12-17,18.69,NA,NA,4.03,NA,4.03,NA,NA,2480,2016-01-20,1,357,51,11.74,11,0.98,-60,18,-3.33,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7228,N,F,Gemina,N,297,2015-12-28,12,NA,CB,Duke Lemur Center,1,160,2015-07-21,7,6900,Matilda,PCOQ,2007-12-21,7.59,6903,Martinianus,PCOQ,2008-01-25,7.49,NA,NA,3.11,NA,3.11,NA,NA,1014,2016-07-01,7,186,26.57,6.12,6,0.51,14,5,2.8,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7232,N,F,Euphemia-A,N,301,2016-01-12,1,NA,CB,Duke Lemur Center,1,160,2015-08-05,8,6985,Euphemia,PCOQ,2011-02-15,4.47,6843,Lucius Verus,PCOQ,2005-01-07,10.58,2016-01-17,0.01,NA,NA,0.01,NA,NA,96,2016-01-14,1,2,0.29,0.07,0,0.01,-4,1,-4,3,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7233,N,F,Calpurnia III,Y,302,2016-01-17,1,NA,CB,Duke Lemur Center,1,160,2015-08-10,8,6538,Drusilla,PCOQ,1993-04-06,22.36,6518,Julian,PCOQ,1993-03-04,22.45,NA,NA,3.06,NA,3.06,NA,NA,3340,2018-06-26,6,891,127.29,29.29,29,2.44,140,35,4,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7234,N,M,Hostilian,Y,303,2016-01-23,1,NA,CB,Duke Lemur Center,1,160,2015-08-16,8,7073,Gisela,PCOQ,2012-01-07,3.61,6959,Rupert,PCOQ,2009-12-15,5.67,NA,NA,3.04,NA,3.04,NA,NA,2500,2016-12-27,12,339,48.43,11.15,11,0.93,140,39,3.59,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7235,N,F,Francesca,Y,304,2016-02-14,2,NA,CB,Duke Lemur Center,1,160,2015-09-07,9,6922,Pompeia Plotina,PCOQ,2009-02-04,6.59,6882,Charlemagne,PCOQ,2007-01-02,8.68,NA,NA,2.98,NA,2.98,NA,NA,3320,2018-10-20,10,979,139.86,32.19,32,2.68,-60,37,-1.62,NA,2.64,young_adult,NP,NA,NA,NA,NA,NA,NA
PCOQ,7259,N,M,Sigismund,Y,305,2016-10-24,10,NA,CB,Maryland Zoo in Baltimore,NA,160,2016-05-17,5,6828,Anastasia,PCOQ,2004-02-18,12.25,6797,Gratian,PCOQ,2002-04-14,14.1,NA,NA,2.29,NA,2.29,NA,NA,3180,2018-10-18,10,724,103.43,23.8,23,1.98,NA,NA,NA,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7263,N,M,Gothicus,N,307,2017-01-06,1,NA,CB,Duke Lemur Center,1,160,2016-07-30,7,6727,Antonia,PCOQ,1998-02-22,18.45,6650,Gordian,PCOQ,1995-12-17,20.63,2017-05-11,0.34,NA,NA,0.34,NA,NA,74,2017-01-07,1,1,0.14,0.03,0,0,1,0,NA,124,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7264,N,F,Furia,Y,308,2017-01-10,1,NA,CB,Duke Lemur Center,1,160,2016-08-03,8,7073,Gisela,PCOQ,2012-01-07,4.58,6959,Rupert,PCOQ,2009-12-15,6.64,NA,NA,2.07,NA,2.07,NA,NA,98,2017-01-12,1,2,0.29,0.07,0,0.01,1,1,1,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7275,N,F,Magdalena,Y,309,2017-05-14,5,NA,CB,Duke Lemur Center,1,160,2016-12-05,12,6744,Rupillia,PCOQ,1999-02-16,17.81,6819,Luther,PCOQ,2003-08-29,13.28,NA,NA,1.73,NA,1.73,NA,NA,2540,2018-06-20,6,402,57.43,13.22,13,1.1,60,5,12,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7284,N,F,Lupicina-A,N,312,2017-10-16,10,NA,CB,Duke Lemur Center,1,160,2017-05-09,5,7199,Lupicina,PCOQ,2015-01-08,2.33,7075,Remus,PCOQ,2012-01-12,5.33,2017-10-16,0,NA,NA,0,NA,NA,7.6,2017-10-16,10,0,0,0,0,0,NA,NA,NA,0,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
PCOQ,7286,N,M,Eustace,Y,313,2017-11-03,11,NA,CB,Duke Lemur Center,1,160,2017-05-27,5,6897,Rodelinda,PCOQ,2007-08-06,9.81,6827,Marcus Aurelius,PCOQ,2004-02-16,13.28,NA,NA,1.26,NA,1.26,NA,NA,1160,2018-07-02,7,241,34.43,7.92,7,0.66,0,4,0,NA,2.64,IJ,NP,NA,NA,NA,NA,NA,NA
